-6.3670924e+00 -3.5240556e-01
-8.9791188e-02 1.5166165e+00
2.2860334e-01 -3.4007959e+00
-5.3737539e+00 -3.4605994e-01
-2.5246593e-01 2.2646524e+00
-2.1918228e+00 -2.1551401e+00
1.4018085e+00 3.5059046e+00
1.9493794e-01 -9.4151706e-01
-3.9663588e+00 1.7959169e-02
-8.2971270e-01 9.8104838e-01
1.5805263e+00 -5.4341436e+00
-3.8116271e+00 -4.7874021e-01
3.8592955e-01 2.3019649e+00
-1.0662060e+00 -3.2638962e+00
2.0210334e+00 4.4352959e+00
2.7082966e+00 -4.8645622e+00
-2.3789351e-02 3.6881264e+00
-1.4242085e+00 -1.7369352e+00
-4.7877780e+00 6.6023746e-02
-5.0332095e-01 2.8744357e+00
-2.4631725e+00 -2.0419719e+00
-1.0017902e+00 8.9986094e-01
1.8985685e-02 -4.9808856e+00
6.4833650e-01 1.6098022e+00
-6.2618622e-01 -4.1168946e+00
-1.0769998e+00 1.0781234e+00
-6.2831864e-01 3.0344541e+00
-1.5736859e+00 -5.2330550e+00
-7.8454490e+00 -2.0019855e+00
1.8622754e-01 3.9359985e+00
-3.9346744e+00 -2.0035243e+00
-3.5037150e+00 7.0660377e-01
5.8077686e+00 -5.5227657e+00
-5.9921083e-01 1.8521434e+00
-1.0497378e+00 2.1732262e+00
-8.0691987e-01 -2.0954608e+00
1.9677979e-01 1.9339319e+00
-1.9627398e-01 -5.6370147e+00
-7.5430123e-02 2.6329317e+00
-4.5278288e+00 -2.0524193e+00
2.1452373e-01 1.6232224e+00
-2.1545037e+00 -2.4918808e+00
-1.0360512e+00 9.3257711e-01
2.9848029e+00 -1.2786494e+00
-3.1816789e-01 2.5650102e+00
2.7086532e+00 -4.6851035e+00
-5.0266782e+00 1.5828201e-01
3.2195757e+00 -4.8745074e+00
-1.6907421e-01 1.7328205e+00
-1.0365976e-01 -1.2722290e+00
-5.4534512e+00 -6.3035644e-03
1.8478384e-02 3.3807888e+00
6.3999845e-01 -4.9115473e+00
-7.6715955e+00 -1.5839462e+00
6.0089090e+00 -1.5078307e+00
1.3637146e+00 3.2480288e+00
5.4041509e-01 -1.4135638e+00
-2.2394132e+00 5.4533084e-01
1.0545211e+00 1.7746164e+00
1.2366086e+00 -6.0626641e+00
-1.8973578e+00 3.2362825e+00
1.4527283e-01 -2.7805616e+00
-2.0021176e+00 2.1659681e+00
-2.7454335e+00 -3.8356665e-01
8.9276660e-01 1.2925660e+00
-1.3594386e+00 -3.5782727e+00
1.5100710e+00 8.9231615e-01
-1.1813442e+00 7.2365535e-01
-1.3061449e+00 4.5939138e-01
3.5681318e+00 4.3172058e-01
1.1478256e+00 1.8296905e+00
-1.1712257e+00 -4.6608781e+00
-7.8879231e-01 2.8189769e+00
-9.0907950e-01 -6.3625904e+00
-2.4513961e+00 1.8174290e-01
-6.2053894e-01 2.0831206e+00
-2.0771299e+00 -1.7595623e+00
-7.4378765e+00 -1.7144099e+00
4.0275383e+00 -1.0669750e+00
9.7524133e-01 4.3631613e+00
-3.3928599e+00 -1.5486477e+00
-7.3990899e-01 1.3588508e+00
-1.5225776e+00 -5.3491757e+00
-9.5880736e-01 6.7223892e-01
-1.2109414e+00 -4.3367998e+00
1.6594473e+00 1.1920710e+00
9.4007501e-01 -2.8429832e+00
-4.8010493e+00 -6.4100469e-01
4.3882580e+00 -1.4826159e+00
4.7185944e+00 -2.5412296e+00
-1.9387881e+00 1.2070534e+00
1.0671605e+00 -6.3287051e+00
-5.9440851e-01 2.0095639e+00
-1.9388383e+00 -2.9338963e+00
-1.1959214e-01 7.6116491e-01
7.5358368e-01 -3.4523269e+00
-5.8993997e+00 -2.0449771e+00
4.6388641e+00 -1.3844113e+00
1.5216145e+00 1.7239079e+00
-2.9367782e+00 -2.8075225e+00
-5.9549188e-01 1.4249790e+00
-4.4813933e+00 -3.4118714e+00
-2.4225332e+00 2.4012060e+00
-1.1819506e+00 -1.9052078e+00
-8.4603065e+00 -1.8124357e+00
-1.4245695e+00 4.1369557e-01
-2.3883719e+00 -3.6112526e+00
-6.0842842e+00 -1.0612930e+00
5.4822466e+00 -1.3935082e+00
-3.9681827e+00 -6.3049756e-01
5.8044139e-01 2.7365484e+00
-7.6403892e-01 -2.8791862e+00
-3.1027334e+00 -7.9677949e-02
-1.2461291e+00 -2.4214105e-01
-2.5677916e+00 -1.4268835e+00
3.1831406e-01 2.5048192e+00
2.1586229e+00 -4.0638483e+00
-2.6578531e-01 2.0071158e+00
2.7448039e+00 -5.4697129e+00
-3.9473219e+00 -6.7031516e-01
2.9740945e-01 3.7865143e+00
6.4958855e-01 -2.4173259e+00
-1.0364626e+00 9.0631791e-01
-1.4712181e+00 -2.5695504e+00
8.2384210e-01 1.7037961e+00
-1.3441835e-01 -2.3807727e+00
-6.7547354e-01 9.2133102e-01
2.3048457e-01 -3.3182937e+00
-4.6447503e+00 -3.7404720e-01
3.7973472e-01 2.0837875e+00
-1.8848063e+00 -2.4925841e+00
-3.0289961e-01 7.7933742e-01
1.3862088e+00 -4.6137349e+00
5.5336353e-02 2.0143911e+00
1.0294014e+00 2.5506916e+00
-2.4881343e+00 -3.7987276e+00
-1.8315675e+00 2.8977988e+00
3.4291302e+00 -5.5749547e+00
-5.9178139e+00 -2.3732058e-01
3.7450304e+00 -6.2465730e+00
-6.1940624e+00 -6.4907987e-01
-6.1901362e-01 2.8709966e+00
-5.1700250e-01 -1.2496399e+00
-4.9733151e+00 -3.1877859e-01
-4.2344812e-01 3.2384277e+00
-4.0649673e+00 -1.1212375e+00
8.6711746e-01 2.7867289e+00
-7.7935140e-01 -4.1809895e+00
-4.3783960e+00 1.1962407e-02
-4.5710065e-01 2.8519897e+00
-1.9698407e+00 -5.4544109e+00
-2.2026671e+00 2.9008748e+00
2.0342014e+00 -3.7944973e+00
-5.9726492e-01 1.6643978e+00
-2.1692568e+00 -2.3237362e+00
-5.2829499e+00 -5.0767368e-01
-2.5411755e-01 2.0271204e+00
-1.4289860e-01 -1.4766557e+00
-8.8602010e-02 1.8860540e+00
-8.3354391e-01 -2.7336252e+00
3.0714007e-01 9.4657245e-01
-1.2819339e+00 -4.7513180e+00
4.9303555e-01 2.5048375e+00
-7.7864047e-01 -4.3508580e+00
-4.7705585e+00 -2.6290103e-02
9.3633407e-02 2.7904267e+00
-3.9302498e+00 -5.0597901e+00
-2.4190334e+00 2.2921584e-01
1.6272581e-01 6.8066934e-01
-2.8503728e-01 -5.1636484e+00
-1.0470737e+00 1.2320656e+00
-2.3865825e+00 -2.5760821e+00
-6.5285413e+00 -4.3837552e-01
-8.2855346e-01 2.0469388e+00
-2.8501764e+00 -2.5795228e+00
-2.5483173e+00 1.7232467e-01
2.6259657e+00 -1.6153147e+00
-7.9088645e+00 -2.2563235e+00
4.9425252e-01 2.1483861e+00
-2.5389227e+00 -2.9360430e+00
-2.2058575e-01 1.9614404e+00
2.8551892e+00 -5.7790204e+00
1.0574424e+00 -1.7991613e-01
1.2650741e+00 -3.0096963e+00
-6.9198244e+00 -1.3734557e+00
3.4648807e-01 1.3576886e+00
-2.2109597e+00 -2.4727960e+00
-6.6529671e+00 -7.9828071e-01
4.1208176e+00 -2.7360187e+00
4.8883916e+00 2.1278479e+00
-4.5343668e-01 3.6477981e+00
-2.1409025e+00 -6.7681466e-01
-5.8832422e+00 -1.0440065e+00
1.1533144e+00 2.6318972e+00
-1.9608313e+00 -3.6650849e+00
-6.3706555e+00 -1.3780659e+00
-8.2213021e-01 2.7063338e-01
-1.6952941e+00 -2.6700129e+00
-3.0761815e+00 1.2088095e+00
3.7366703e+00 -2.5420242e+00
-3.2181196e+00 5.7790314e-01
4.9501397e+00 2.3236590e-02
1.3637451e+00 2.2311994e+00
9.6875785e-02 -2.3329489e+00
-1.9253329e-01 2.0672062e+00
-1.5628001e+00 -2.4052109e+00
1.0218331e+00 2.2345625e+00
-6.2442201e-01 -4.1875657e+00
-3.1050780e+00 1.1553745e+00
4.2672272e+00 2.4229345e-03
-7.7611225e-01 1.9894794e+00
-7.1558685e-01 -4.1845933e-01
-4.0020824e+00 -2.7046430e-01
7.3671673e-01 1.8082814e+00
-5.1940486e-01 -9.8891788e-01
-5.3288868e+00 5.8663307e-02
4.0994591e+00 -1.6961697e+00
3.7619371e+00 -4.2912555e+00
-3.0298018e-01 3.8791432e+00
1.4582424e+00 -2.8696734e+00
1.5446758e+00 4.8582852e+00
-6.3012921e-01 -6.3935501e+00
-5.4360727e-02 2.8037025e+00
9.1202952e-02 -1.5524665e+00
-6.9888688e+00 -1.3183766e+00
-3.0990904e-01 1.7116511e+00
-4.9239460e+00 -1.9049470e+00
-8.6550860e+00 -2.0743318e+00
-3.6395662e+00 1.2440091e+00
-1.0267406e+00 -1.1246019e+00
-5.5307214e+00 -6.9196699e-01
1.7067461e+00 2.2447714e+00
-7.1255127e-01 -1.6533803e+00
-9.3114716e-01 1.3235579e+00
-2.6820237e-01 -2.2289434e+00
-3.6063663e+00 2.1869070e-01
-2.3022712e-01 3.1894523e+00
-1.6239023e+00 -5.3258892e+00
-7.8290033e+00 -2.0796405e+00
3.9696838e+00 -1.6677351e+00
6.6590148e-02 1.6331012e+00
-2.0680832e+00 -1.0843075e+00
-7.7856203e+00 -1.2152288e+00
3.7402553e-02 2.1540915e+00
2.7603217e-01 -3.2203895e+00
2.4367393e-01 1.0416292e+00
-2.0593812e+00 -6.0342953e-01
-7.1913174e-01 3.3074432e+00
-3.2400471e+00 -3.9173932e+00
-4.7607415e+00 -5.8663860e-01
5.3016509e+00 -2.4987800e+00
4.7129241e-02 2.6982148e+00
1.6521156e-01 -3.5382744e+00
1.0100807e+00 2.4257618e+00
1.5554432e+00 -5.4549070e+00
4.6206530e-01 -2.5382552e-01
-3.3333531e+00 -1.8695011e+00
-3.2740523e+00 5.3930779e-02
3.3002420e+00 1.5187585e+00
4.8399882e+00 -2.6740140e+00
-3.6266468e+00 -1.0760945e-01
6.1740401e+00 -2.1273642e+00
3.4460764e-02 2.7187357e+00
-8.2609413e-01 -1.9461031e+00
-2.6428536e+00 2.3971797e-01
-9.3916661e-01 3.9783271e+00
-1.0175763e+00 -1.2514263e+00
-2.5968778e+00 -6.2137668e-02
4.9955091e+00 -4.4177917e-01
-9.4059593e-01 3.0464080e-01
-1.9670504e+00 -2.8736407e+00
-3.3108160e+00 7.6440764e-01
1.1445665e+00 7.9965483e-01
-2.4619133e+00 -5.5550784e+00
-2.8007363e+00 8.5469691e-01
-5.2758683e-01 1.5848756e+00
-7.1103293e-01 -1.6437825e+00
1.6735626e+00 2.8672864e+00
-3.6599527e+00 -3.5879089e+00
-1.3933332e+00 3.0867773e-01
3.1129714e+00 -1.3512002e+00
3.9367714e+00 -2.4253547e+00
1.9014999e-02 1.7991551e+00
-3.3684039e-02 -3.6991521e+00
1.0536957e+00 2.2913753e+00
3.3945733e+00 -4.2687227e+00
-4.2097367e-01 2.4090660e+00
-3.7115222e-02 -2.5581284e+00
-1.4350827e+00 9.1841744e-01
-1.9893133e+00 -2.0130200e+00
-2.5262193e+00 1.1969013e+00
-7.6553853e-01 2.6572215e+00
-3.0095209e+00 2.4417397e-01
1.3202798e+00 1.7798666e+00
-2.1594608e+00 -2.1048236e+00
-9.2201957e+00 -2.7922345e+00
2.1443137e+00 -5.5420129e+00
-1.2780037e+00 2.1764203e+00
1.2748390e+00 -3.8787783e+00
-2.3377175e+00 8.4490010e-01
5.2642387e+00 -5.0547816e+00
-1.2161124e+00 1.2082498e+00
2.0524931e-01 -4.7020880e+00
-3.0435321e+00 -1.7201448e-01
1.0256721e+00 4.9206931e-01
-1.9359203e+00 -3.2255998e+00
2.2731172e+00 2.7015477e+00
-2.5162207e-01 -6.4268571e+00
3.0396720e+00 1.0121186e+00
6.0186069e-01 -4.6087446e+00
-5.6295430e+00 -2.4076156e-01
4.4448088e-02 5.3356995e-01
1.7381036e+00 -4.6712626e+00
5.6932400e-01 2.8032618e+00
-4.0242154e-01 -4.1510104e+00
